recipe_name,ingredients_list,cuisine,cook_time_minutes,timing,calories,servings,rating,url,img_src,directions
Stuffed Leg of Lamb with Balsamic-Fig-Basil Sauce,"['½  coarsely chopped prunes', '¼  currants', 'tablespoons creme de cassis liqueur', '½ tablespoons minced fresh rosemary', '½ tablespoons minced fresh thyme', '½ teaspoon ground coriander', '¼ teaspoons salt', 'teaspoon freshly ground black pepper', 'boneless leg of lamb', 'rolled and tied', '½  chopped roasted and salted almonds', 'tablespoons chopped fresh mint', 'cloves garlic', 'cut into thirds', 'tablespoons olive oil', '½  balsamic vinegar', 'tablespoons butter', 'tablespoons honey', '⅓  thinly sliced', 'stemmed calimyrna figs', 'teaspoons chopped fresh basil', 'leaves mint', 'leaves basil']",italian,60,"Prep Time: 50 mins, Cook Time: 1 hrs, Additional Time: 10 mins, Total Time: 2 hrs, Servings: 6, Yield: 1 lamb roast",628,6,4.8,https://www.allrecipes.com/recipe/112260/stuffed-leg-of-lamb-with-balsamic-fig-basil-sauce/,https://www.allrecipes.com/thmb/Ldbc-dwMKsu_egoSmhOIGlvNNcI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/601260-696275d25a7e45cab54defc0b25fd76d.jpg,"Preheat oven to 400 degrees F (200 degrees C).
Combine the chopped prunes and currants with the creme de cassis in a small bowl, and set aside. In another small bowl, combine the rosemary, thyme, coriander, salt, and pepper; set aside.
Untie and unroll the lamb, lay it out flat on the work surface. Trim off excess fat, and cut any thick parts open so that it is evenly thick and somewhat rectangular in shape. Sprinkle half of the herb mixture over the lamb. Mix the almonds and chopped mint into the prune mixture; spread evenly over the lamb. Roll up starting at one of the short sides, and tie with kitchen twine in 1-inch intervals. Cut 9 slits about 1-inch deep into the top of the lamb, and insert a slice of garlic in each. Rub with olive oil, and sprinkle with the remaining herb mixture.
Place lamb seam-side up on a rack set in a roasting pan. Roast in the preheated oven to desired doneness. For medium-rare, a thermometer inserted into the center will read 140 degrees F (60 degrees C). Remove lamb from the oven and cover with foil. Allow to rest for 15 minutes while proceeding with the recipe.
While the lamb is resting, bring the balsamic vinegar to a boil in a small saucepan over high heat. Boil until the vinegar has reduced by half, 4 to 5 minutes. Once reduced, stir in the butter, honey, and sliced figs. Stir until the butter has melted, then remove from the heat, stir in the chopped basil and set aside.
To serve, remove the twine from the lamb and cut into 1/2 inch thick slices. Arrange on a warm serving platter and drizzle with the fig sauce, garnish with mint and basil leaves.









"
Bourbon Fig Compote,"['dried mission figs', 'diced', '¼  white sugar', '¼  bourbon whiskey', '¼  balsamic vinegar', 'tablespoon lemon juice', 'pinch salt']",american,30,"Prep Time: 10 mins, Cook Time: 30 mins, Total Time: 40 mins, Servings: 12, Yield: 12 servings",68,12,4.8,https://www.allrecipes.com/recipe/232620/bourbon-fig-compote/,https://www.allrecipes.com/thmb/ZjGJdXQfMcpW-H8VTXAXpDwtKms=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4205750-3803477ec2bb4aa8a1a96501a9c399b9.jpg,"Combine figs, sugar, whiskey, balsamic vinegar, lemon juice, and salt in a small saucepan; bring to a boil. Reduce heat and simmer until liquid reduces by half, about 30 minutes. Cool before serving."
Chicken Tenders with Balsamic-Fig Sauce,"['chicken tenders', 'salt and ground black pepper to taste', '¼  all-purpose flour', 'tablespoons olive oil', 'tablespoon butter']",italian,20,"Prep Time: 15 mins, Cook Time: 20 mins, Total Time: 35 mins, Servings: 4, Yield: 4 servings",335,4,4.4,https://www.allrecipes.com/recipe/275396/chicken-tenders-with-balsamic-fig-sauce/,https://www.allrecipes.com/thmb/9TKTb5kGEb5YoG9IJ9w55Lm_ZIw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6937516-6253e2e57cc14c86a341a529ed3c2478.jpg,"Season chicken with salt and pepper on both sides and lightly coat with flour, shaking off excess.
Heat olive oil and butter in a large nonstick skillet over medium heat. Add chicken to the skillet and cook until tenders are golden brown, no longer pink in the centers, and juices run clear, 5 to 6 minutes, flipping halfway through. Transfer to a plate and cover loosely with aluminum foil to keep warm.
Add shallot and garlic to the same skillet and cook until softened, about 2 minutes. Add red wine and balsamic and let simmer until reduced by half, 3 to 5 minutes. Stir in figs, thyme, Dijon mustard, honey, and salt; bring to a boil. Reduce heat to low or medium-low and let simmer until thickened, about 3 minutes. Remove from heat and stir in butter.
Spoon sauce over warm chicken tenders, or add chicken back into the skillet to briefly reheat, and serve immediately."
Fabulous Fig Scones,"['whole wheat pastry flour', '½  old-fashioned rolled oats', 'teaspoons baking powder', '½ teaspoon salt', '¼  canola oil', 'egg', 'lightly beaten', '¼  honey', '¼  white sugar', 'diced fresh figs']",british,30,"Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 8, Yield: 8 scones",208,8,4.1,https://www.allrecipes.com/recipe/244480/fabulous-fig-scones/,https://www.allrecipes.com/thmb/VGeOPxm17RqH9R_UsD6OXEeKJf4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2390389-6eef71d601d148e4a01f394cb5a42214.jpg,"Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper and lightly sprinkle flour over paper.
Whisk flour, oats, baking powder, and salt together in a bowl. Whisk oil and egg together in a separate bowl until smooth; add honey and mix well. Mix oil mixture into flour mixture just until batter is moistened. Sprinkle sugar over figs in a bowl and toss to coat; fold into batter.
Transfer batter to the middle of the prepared baking sheet and form into a 7-inch circle.
Bake in the preheated oven for 10 minutes. Score the batter into 8 sections and continue baking until scones are cooked through and lightly browned on top, about 20 minutes more. Cut into 8 scones and slide every other scone back from the circle to allow cooling."
Burrata Bruschetta with Figs,"['black mission figs', 'halved lengthwise', 'tablespoons balsamic vinegar', 'tablespoons extra virgin olive oil', 'burrata cheese', 'thickly sliced', 'slices italian bread', 'toasted', 'sea salt and ground black pepper to taste']",italian,5,"Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",373,4,4.7,https://www.allrecipes.com/recipe/222338/burrata-bruschetta-with-figs/,https://www.allrecipes.com/thmb/Rm3brZy7ucAiYMsPCeB1YMcN9n4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3646620-d7dbbf2dce0c407495c400b43baa3eab.jpg,"Preheat an outdoor grill for high heat, and lightly oil the grate.
Place figs, skin-side down, on grill. Cook until figs start to swell and bubble, 2 to 4 minutes.
Whisk together balsamic vinegar and olive oil until completely combined, about 1 minute.
Place Burrata cheese on top of each piece of toast. Spread figs around bread and drizzle with balsamic vinegar mixture. Season with sea salt and black pepper to taste.









"
Fig Cake II,"['all-purpose flour', 'teaspoon salt', 'teaspoon ground cinnamon', 'teaspoon ground nutmeg', 'teaspoon ground allspice', 'teaspoon vanilla extract', 'eggs', '½  white sugar', 'vegetable oil', 'buttermilk', 'teaspoon baking soda', 'teaspoons hot water', 'teaspoon vanilla extract', 'canned figs with juice', 'chopped', 'chopped pecans', 'white sugar', '½  buttermilk', '½ teaspoon baking soda', 'tablespoon light corn syrup', '¼  butter', 'teaspoon vanilla extract']",american,75,"Prep Time: 30 mins, Cook Time: 1 hrs 15 mins, Total Time: 1 hrs 45 mins, Servings: 16, Yield: 1 to 10 - inch tube pan",419,16,4.9,https://www.allrecipes.com/recipe/25577/fig-cake-ii/,https://www.allrecipes.com/thmb/lpo274WNll_2ec7vuZ3-qTz4cTU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7954960-f78d4b309d394362a2a304723dae96f7.jpg,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch tube pan. Sift together the flour, salt, cinnamon, nutmeg and allspice. Set aside. Dissolve 1 teaspoon baking soda in 2 teaspoons hot water; set aside.
In a large bowl, beat eggs with electric mixer until thick and lemon colored. Beat in 1 1/2 cups sugar and 1 cup oil. Combine buttermilk and dissolved baking soda. Beat in the flour mixture alternately with buttermilk mixture. Stir in 1 teaspoon vanilla, figs, and nuts. Pour into prepared pan.
Bake in the preheated oven for 70 to 75 minutes. Remove from pan and pour hot Buttermilk Icing over warm cake.
To make Buttermilk Icing: In a heavy saucepan, combine 1 cup sugar, 1/2 cup buttermilk, 1/2 teaspoon baking soda, corn syrup and butter. Bring to a boil and cook to soft ball stage (240 degrees F/ 115 degrees C). Remove from stove and stir in vanilla. Pour over warm cake."
Delish Black Mission Figs!,"['black mission figs', 'cut in half', '¼  crumbled goat cheese', 'or as needed', 'slices prosciutto', 'trimmed of all fat and cut into strips', 'tablespoons honey', 'or to taste']",american,5,"Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",208,4,5.0,https://www.allrecipes.com/recipe/228558/delish-black-mission-figs/,https://www.allrecipes.com/thmb/N5YxrAeVHtWddBpjMg4kncWt4hM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5706941-eb534b038f40492e864cf79f5ca77cb4.jpg,"Set oven rack about 6 inches from the heat source and preheat the oven's broiler.
Arrange fig halves, cut sides up, on a baking sheet. Top each fig half with goat cheese; lay prosciutto strips atop goat cheese layer.
Broil figs in the preheated oven until prosciutto is crisp and goat cheese is melted, 3 to 5 minutes.
Transfer the warm figs to a serving platter and drizzle with honey."
"Orange, Fig, and Gorgonzola Salad","['heads romaine lettuce', 'chopped', 'oranges - peeled', 'pith removed', 'and cut into segments', '½  crumbled gorgonzola cheese', 'fresh figs', 'cut into -inch cubes', '¼  vinaigrette dressing', 'or to taste']",american,32,"Prep Time: 15 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",151,4,4.7,https://www.allrecipes.com/recipe/234219/orange-fig-and-gorgonzola-salad/,https://www.allrecipes.com/thmb/_qqHaDK6ZWLhH1a2HGVFI_bBhFk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1044911-f6351628dccb47349e1673c4cfcbfc0c.jpg,"Combine lettuce, oranges, Gorgonzola cheese, and figs in a large bowl. Drizzle dressing over salad and toss to coat."
Black Mission Fig Preserves,"['fresh black mission figs', 'stemmed and halved', 'white sugar', 'water', 'tablespoon lime juice', '½ teaspoon ground cinnamon', '¼ teaspoon ground ginger', '⅛ teaspoon ground white pepper', '- jar with lid']",american,20,"Prep Time: 15 mins, Cook Time: 20 mins, Additional Time: 25 mins, Total Time: 1 hrs, Servings: 18, Yield: 1 13-ounce jar",60,18,4.1,https://www.allrecipes.com/recipe/228523/black-mission-fig-preserves/,https://www.allrecipes.com/thmb/iCBExYz9O1FnPEdqf52Oc-GNU7E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1904556-d48430e6c43040ee89451e3eb789bacf.jpg,"Scoop the flesh from the figs with a spoon and discard the peels. Bring sugar and water to a boil in a large saucepan over medium-high heat, stirring until sugar has dissolved. Stir in fig pulp, lime juice, cinnamon, ginger, and white pepper. Cook, stirring often, until a candy thermometer reads 210 degrees F (100 degrees C), about 20 minutes.
While preserves are cooking, sterilize jar and lid in boiling water for at least 5 minutes. Pack the hot preserves into the sterilized jar to within 1/4 inch of the top. Top the jar with the sterilized lid and let cool before storing preserves in the refrigerator."
Summer Sweet Smoothies,"['cranberry juice', 'strawberries', 'blueberries', 'watermelon chunks', 'banana', 'fresh figs']",american,32,"Prep Time: 5 mins, Total Time: 5 mins, Servings: 4, Yield: 4 servings",185,4,4.8,https://www.allrecipes.com/recipe/215581/summer-sweet-smoothies/,https://www.allrecipes.com/thmb/l8m4T-6zTUsn8Oni8B1P1wguLjI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/664244-f870eee08fab43ee950ee74ebeca917a.jpg,"Process the cranberry juice, strawberries, blueberries, watermelon, banana, and figs in a blender until smooth and creamy. Enjoy immediately or keep cool in refrigerator."
Zurie's Fresh Fig Compote Over Cream Cheese,"['⅔  brown sugar', '¼  water', 'pinch salt', 'fresh figs', 'stemmed and quartered', 'teaspoon vanilla extract', 'package cream cheese']",american,10,"Prep Time: 10 mins, Cook Time: 10 mins, Additional Time: 5 mins, Total Time: 25 mins, Servings: 8, Yield: 8 servings",182,8,4.6,https://www.allrecipes.com/recipe/228559/zuries-fresh-fig-compote-over-cream-cheese/,https://www.allrecipes.com/thmb/-A4SAca86FJIbSX-TyYWVZD2XQI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1219520-b4f49f33227648dd8d339f3dbd0336f9.jpg,"Heat a saucepan over medium heat; add brown sugar, water, salt, and figs. Cook and stir until sugar has dissolved and figs have softened, about 10 minutes. Remove from heat; stir in vanilla extract. Cool for 5 minutes.
Place cream cheese on a platter; pour fig mixture over cream cheese."
Fig and Ricotta Crostini,"['french baguette', 'cut into  inch slices', 'container ricotta cheese', 'fresh basil leaves', 'cut into thin strips', 'black mission figs', 'cut in quarters', '¼  aged balsamic vinegar']",american,10,"Prep Time: 25 mins, Cook Time: 10 mins, Total Time: 35 mins, Servings: 12, Yield: 24 crostini",192,12,4.4,https://www.allrecipes.com/recipe/143560/fig-and-ricotta-crostini/,https://www.allrecipes.com/thmb/z9CimEHocPei945EaSgpsA8Lo9A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/68724-c374d7e10ef64bd386b536e191c625cc.jpg,"Preheat oven to 375 degrees F (190 degrees C).
Place the baguette slices on an ungreased, foil-lined baking sheet.
Bake the bread in the preheated oven until the bottoms are brown, about 5 minutes; flip and bake until crisp, 5 minutes. Remove the pan from the oven.
Spread 1 tablespoon of ricotta on each slice of toasted bread. Place a few ribbons of basil on each, arrange a slice of fig on top, and drizzle the finished crostini with balsamic vinegar."
Risotto with Fresh Figs and Prosciutto,"['vegetable broth', 'tablespoons butter', 'divided', 'tablespoon extra-virgin olive oil', 'green onion', 'finely chopped', 'package arborio rice', '½  dry white wine', 'small fresh figs', 'divided', 'thin slices  prosciutto', 'finely chopped', 'grated pecorino-romano cheese', 'or to taste']",italian,20,"Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 4, Yield: 4 servings",738,4,5.0,https://www.allrecipes.com/recipe/266191/risotto-with-fresh-figs-and-prosciutto/,https://www.allrecipes.com/thmb/fToQciXsEtySc6jOQSyWAM0R2KI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5573419-ca11bf31d4f241d49f3b76b16a3d6f18.jpg,"Heat vegetable stock in a large pot and keep warm over low heat.
Heat 2 tablespoons butter and 1 tablespoon olive oil in a large, heavy-bottomed saucepan over medium-low heat. Add green onion; cook and stir until softened, about 1 minute. Pour in rice and stir until coated in butter and oil and starting to toast, 2 to 3 minutes. Increase heat and pour in wine. Simmer until alcohol has evaporated and the wine is mostly absorbed. Reduce heat to medium and stir in 1 ladle of boiling broth. Continue stirring until the rice has absorbed the liquid and turned creamy. Once the liquid has been fully absorbed, add the next ladle. Repeat this process, stirring constantly until all liquid has been used or rice is tender yet firm to the bite (al dente). Stirring in the broth should take 12 to 15 minutes in all.
Meanwhile, chop 10 figs. Melt 2 tablespoons butter in a medium skillet and cook chopped figs until soft and coated in butter, 4 to 5 minutes. Crush figs gently with a wooden spoon while cooking. Stir in prosciutto. Add fig-prosciutto mixture to the risotto when there are about 5 minutes left to cook.
Remove risotto from heat; stir in remaining 2 tablespoons butter and grated Pecorino romano cheese. Let stand for a few minutes.
Divide risotto evenly onto 4 plates, garnishing each with a whole fig before serving."
